date,net_value
2025-02-13,1.6543
2025-02-14,1.6314
2025-02-17,1.7139
2025-02-18,1.6827
2025-02-19,1.7303
2025-02-20,1.7282
2025-02-21,1.8132
2025-02-24,1.7792
2025-02-25,1.7458
2025-02-26,1.7581
2025-02-27,1.6866
2025-02-28,1.5702
2025-03-03,1.5143
2025-03-04,1.532
2025-03-05,1.5897
2025-03-06,1.6316
2025-03-07,1.6158
2025-03-10,1.6528
2025-03-11,1.657
2025-03-12,1.6541
2025-03-13,1.6242
2025-03-14,1.6581
2025-03-17,1.658
2025-03-18,1.6659
2025-03-19,1.5781
2025-03-20,1.5512
2025-03-21,1.5162
2025-03-24,1.5159
2025-03-25,1.4556
2025-03-26,1.4577
2025-03-27,1.4472
2025-03-28,1.4326
2025-03-31,1.4514
2025-04-01,1.4352
2025-04-02,1.4511
2025-04-03,1.3943
2025-04-07,1.1853
2025-04-08,1.1414
2025-04-09,1.1701
2025-04-10,1.207
2025-04-11,1.2381
2025-04-14,1.2639
2025-04-15,1.2596
2025-04-16,1.2324
2025-04-17,1.2441
2025-04-18,1.2482
2025-04-21,1.283
2025-04-22,1.259
2025-04-23,1.287
2025-04-24,1.2539
2025-04-25,1.285
2025-04-28,1.2899
2025-04-29,1.2992
2025-04-30,1.3227
2025-05-06,1.4119
2025-05-07,1.4059
2025-05-08,1.427
2025-05-09,1.3899
2025-05-12,1.4253
2025-05-13,1.4157
2025-05-14,1.4363
2025-05-15,1.3707
2025-05-16,1.3742
2025-05-19,1.3519
2025-05-20,1.3678
2025-05-21,1.3465
2025-05-22,1.3483
2025-05-23,1.3128
2025-05-26,1.3402
2025-05-27,1.3173
2025-05-28,1.3422
2025-05-29,1.3616
2025-05-30,1.3324
2025-06-03,1.3187
2025-06-04,1.3814
2025-06-05,1.4913
2025-06-06,1.5086
2025-06-09,1.5234
2025-06-10,1.5067
2025-06-11,1.4976
2025-06-12,1.5399
2025-06-13,1.5423
2025-06-16,1.6034
2025-06-17,1.5955
2025-06-18,1.6722
2025-06-19,1.6592
2025-06-20,1.6194
2025-06-23,1.6014
2025-06-24,1.604
2025-06-25,1.6301
2025-06-26,1.6455
2025-06-27,1.7048
2025-06-30,1.7394
2025-07-01,1.7332
2025-07-02,1.6912
2025-07-03,1.737
2025-07-04,1.7304
2025-07-07,1.7085
2025-07-08,1.8002
2025-07-09,1.7812
2025-07-10,1.804
2025-07-11,1.7919
2025-07-14,1.7952
2025-07-15,1.9144
2025-07-16,1.893
2025-07-17,1.9919
2025-07-18,1.9601
2025-07-21,1.9484
2025-07-22,1.9597
2025-07-23,1.96
2025-07-24,1.9371
2025-07-25,1.9248
2025-07-28,2.0496
2025-07-29,2.1817
2025-07-30,2.1681
2025-07-31,2.1742
2025-08-01,2.1205
2025-08-04,2.1082
2025-08-05,2.13
2025-08-06,2.1239
2025-08-07,2.1098
2025-08-08,2.1128
2025-08-11,2.186
2025-08-12,2.2493
2025-08-13,2.4214
2025-08-14,2.3392
2025-08-15,2.3894
2025-08-18,2.5193
2025-08-19,2.5719
2025-08-20,2.5645
2025-08-21,2.4978
2025-08-22,2.5899
2025-08-25,2.7708
2025-08-26,2.7144
2025-08-27,2.7811
2025-08-28,3.0955
2025-08-29,3.1193
2025-09-01,3.2306
2025-09-02,3.0062
2025-09-03,3.0756
2025-09-04,2.7691
2025-09-05,3.0195
2025-09-08,2.863
2025-09-09,2.7983
2025-09-10,2.9484
2025-09-11,3.2835
2025-09-12,3.2556
2025-09-15,3.2257
2025-09-16,3.2576
2025-09-17,3.2759
2025-09-18,3.3426
2025-09-19,3.363
2025-09-22,3.4197
2025-09-23,3.4038
2025-09-24,3.325
2025-09-25,3.3455
2025-09-26,3.1898
2025-09-29,3.2713
2025-09-30,3.1973
2025-10-09,3.1828
